sample_id,FAR,SD,AF,AR_ew,AR_ns,SVF,BD,OSR,SC,PAR,theta,OSLI,EUIt,EG,H,weather_station,simulation_mode
18,1.2239583333333333,43.875,5.222222222222222,0.5204593703190692,3.693727313740345,0.5911200326376234,0.234375,0.625531914893617,0.7588560946210833,0.12344882309612805,-15.894034113625302,5.0,73.70134683688529,2.368293891357015,7.073443943987078,"Dongtai, Jiangsu",fallback_analytic
19,1.9791666666666667,43.125,9.91304347826087,0.9616760943260543,3.8632481954792395,0.48321830618556594,0.1996527777777778,0.4043859649122807,0.6196754385964912,0.11921739130434783,-21.700288798997562,0.0,72.6596156856824,2.0406477713437603,6.343612205570492,"Dongtai, Jiangsu",fallback_analytic
20,1.5538194444444444,61.5,6.884615384615385,0.8010661780468319,1.4090191551173123,0.6416660311178787,0.22569444444444445,0.4983240223463687,0.6879185401293044,0.12877067528629824,21.738054160709453,2.0,69.78764871157472,2.5003291643617027,7.102903883778302,"Dongtai, Jiangsu",fallback_analytic
21,2.013888888888889,48.0,10.545454545454545,1.581533880466743,1.6735258640082293,0.6213948324432234,0.1909722222222222,0.4017241379310345,0.597702724164567,0.13002541417262403,43.68862305969684,4.0,70.14508286805716,2.331582593488649,6.611978914330408,"Dongtai, Jiangsu",fallback_analytic
22,1.4149305555555556,51.0,6.52,0.5367582802335292,2.14004546161678,0.6283792392148766,0.2170138888888889,0.5533742331288344,0.7192973456632984,0.12381913782584103,4.724481996508146,2.0,69.54386502972503,2.526907661803375,7.274729232837246,"Dongtai, Jiangsu",fallback_analytic
23,2.03125,51.0,9.75,1.3186823321320191,2.425712079129731,0.5560575568828633,0.20833333333333334,0.38974358974358975,0.6626397779494322,0.14712320380383548,30.620352857606264,1.0,71.6744809271139,2.1508714611202873,6.447586935863822,"Dongtai, Jiangsu",fallback_analytic
24,1.6493055555555556,33.0,7.916666666666667,0.5953463739094074,2.7217498226957924,0.6431494854691253,0.20833333333333334,0.48,0.6470159579272609,0.12252329632490537,5.256972745499802,7.0,69.09667307873592,2.672135395207682,7.497634746007593,"Dongtai, Jiangsu",fallback_analytic
25,2.2222222222222223,36.75,11.636363636363637,1.2040324182120072,2.0161993127614997,0.657787952983282,0.1909722222222222,0.3640625,0.5585899687741389,0.12340542426583166,28.899369389832543,5.0,69.02456957256751,2.365733178316498,6.872344035839686,"Dongtai, Jiangsu",fallback_analytic
26,2.0572916666666665,50.625,10.304347826086957,1.2887351638165478,1.4203989288432841,0.6028499140713844,0.1996527777777778,0.3890295358649789,0.5836633980787448,0.1261512367672185,38.38381329445119,1.0,69.57826285136176,2.292544149511056,6.564798954992067,"Dongtai, Jiangsu",fallback_analytic
27,0.6770833333333334,9.75,2.6,0.6349685469175201,1.033829015995613,0.6417897641501413,0.2604166666666667,1.0923076923076922,1.1297229061149479,0.11338261485486752,-41.332644843543875,2.0,72.06467347316162,2.058950193391172,7.037304518747197,"Dongtai, Jiangsu",fallback_analytic
28,2.0572916666666665,40.875,10.304347826086957,1.4306306321374762,1.900185604123064,0.6129826283273561,0.1996527777777778,0.3890295358649789,0.5852882110160939,0.12064866668905637,-39.31374133755578,4.0,70.48623888415042,2.366995277371562,6.665824364101913,"Dongtai, Jiangsu",fallback_analytic
29,1.8923611111111112,45.375,9.478260869565217,1.3626570414582266,1.742816017462379,0.5519963554209535,0.1996527777777778,0.42293577981651376,0.6148971560341693,0.13397732372374024,-39.99244581858525,0.0,70.63779405980935,2.167190743247354,6.374824487827861,"Dongtai, Jiangsu",fallback_analytic
30,1.640625,59.25,7.56,0.8933433427923001,2.1226706799547834,0.5798108279790055,0.2170138888888889,0.47724867724867726,0.7071361094918504,0.14434386676965932,-21.82979604668795,1.0,70.9672502637381,2.413225388535732,6.836022265718216,"Dongtai, Jiangsu",fallback_analytic
31,1.6059027777777777,52.875,7.4,0.6654426914156023,1.6764316372670418,0.6067764157415831,0.2170138888888889,0.4875675675675676,0.7005531784702367,0.13368150229775017,-8.353834298891002,1.0,68.98320052549806,2.468788762783005,7.148159638840642,"Dongtai, Jiangsu",fallback_analytic
32,2.2395833333333335,42.75,11.727272727272727,1.1188591389933773,3.314631601323545,0.5742575926095453,0.1909722222222222,0.3612403100775194,0.6016457830295677,0.13471993944075425,19.447258131346473,6.0,71.54197562783276,2.267971872276541,6.866385875619339,"Dongtai, Jiangsu",fallback_analytic
33,1.640625,15.0,8.590909090909092,0.7726297552694458,1.8700105638694104,0.610891609456668,0.1909722222222222,0.4931216931216931,0.65372588379406,0.1393071818884041,-16.045027679986053,1.0,67.63656100413861,2.4695557656557208,7.024812108148694,"Dongtai, Jiangsu",fallback_analytic
34,2.013888888888889,39.75,10.545454545454545,0.9103739736755309,3.3155445753854806,0.6175604802597817,0.1909722222222222,0.4017241379310345,0.6042385977189068,0.13157086871807858,17.306919162762192,5.0,70.00908136866231,2.400154422614232,6.9663537368934465,"Dongtai, Jiangsu",fallback_analytic
35,1.7621527777777777,56.625,8.458333333333334,0.6501850333849282,2.70810709359443,0.571501648254159,0.20833333333333334,0.4492610837438424,0.6596829755064434,0.12765994448735807,4.774243097217038,1.0,70.27107948601456,2.43978298148547,7.04005641331433,"Dongtai, Jiangsu",fallback_analytic
36,1.9878472222222223,21.375,11.45,0.8904532238609415,3.063273338085495,0.6042120486332536,0.1736111111111111,0.41572052401746723,0.6027700350087064,0.13314596669241482,13.928228057136131,6.0,67.90650294329929,2.4849490993419003,7.099613475901129,"Dongtai, Jiangsu",fallback_analytic
37,2.1006944444444446,42.0,10.521739130434783,0.9322016821395367,3.8082430673874623,0.5215974877966978,0.1996527777777778,0.38099173553719007,0.632934614399547,0.13493384546287068,15.210062148412518,3.0,72.13727202112591,2.2350909723929973,6.661494949208705,"Dongtai, Jiangsu",fallback_analytic
38,1.3368055555555556,60.375,5.703703703703703,0.5174152378338387,2.6387387055063005,0.5984413422663943,0.234375,0.5727272727272728,0.720517385294761,0.11431700414065663,-10.32071059869702,6.0,71.90360595700106,2.5135982277441498,7.382330831456031,"Dongtai, Jiangsu",fallback_analytic
39,1.71875,24.0,8.608695652173912,1.2834861734778622,1.6909857757167028,0.662236399809995,0.1996527777777778,0.46565656565656566,0.6540776263796634,0.13371645415852285,-38.964735380303495,7.0,68.91114693363761,2.622647621098951,7.0235740767695,"Dongtai, Jiangsu",fallback_analytic
40,1.0069444444444444,50.625,4.0,0.3718597237839794,3.313289444520785,0.5315176443789205,0.2517361111111111,0.743103448275862,0.9122536093374611,0.1255875019808191,8.002899646026478,3.0,74.68849790627567,2.1776719056279865,7.110740916499374,"Dongtai, Jiangsu",fallback_analytic
41,1.9357638888888888,47.625,9.695652173913043,1.4186063422189603,1.7997039911765016,0.6524828644419591,0.1996527777777778,0.4134529147982063,0.6246463140121894,0.1317321159868084,-41.25217598871769,5.0,70.38741848161999,2.366307300607877,6.773507916895933,"Dongtai, Jiangsu",fallback_analytic
42,1.3888888888888888,58.5,5.925925925925926,0.6383331633055231,2.906562964461263,0.5478916548893286,0.234375,0.55125,0.7475967668469038,0.12727399183312305,-14.58548244420421,1.0,73.47780061536686,2.23642240113644,6.8865286428950405,"Dongtai, Jiangsu",fallback_analytic
43,2.3958333333333335,40.125,13.8,1.701581293887617,2.559094680545728,0.5919340721337772,0.1736111111111111,0.34492753623188405,0.5815144927536232,0.1271,-38.161893453204144,6.0,69.70918994139679,2.1834801007325533,6.568878269650152,"Dongtai, Jiangsu",fallback_analytic
44,2.1788194444444446,47.25,10.91304347826087,1.3410258908124006,3.875573814180707,0.5025512895780534,0.1996527777777778,0.3673306772908366,0.5602390438247012,0.11652173913043479,-34.964396987153194,3.0,74.13459145129116,2.049323364969114,6.2472391611834155,"Dongtai, Jiangsu",fallback_analytic
45,2.1614583333333335,48.375,11.857142857142858,1.3402120999799172,2.050333065413401,0.5513573600509339,0.18229166666666666,0.3783132530120482,0.569555641248138,0.13145519579989184,-33.901580958974705,0.0,69.87336405133816,2.1557434805751434,6.373944397162755,"Dongtai, Jiangsu",fallback_analytic
46,2.013888888888889,48.75,9.666666666666666,1.2096917823096642,1.8925273104258848,0.5817445696239114,0.20833333333333334,0.3931034482758621,0.6371151264722963,0.1394865556413828,29.033423983021308,3.0,70.70779914967392,2.371038417690914,6.73917290665624,"Dongtai, Jiangsu",fallback_analytic
47,2.0659722222222223,39.75,10.347826086956522,1.4401861330302848,1.6874450859596677,0.5511100290181796,0.1996527777777778,0.3873949579831933,0.6126116807371803,0.12012692755862159,-39.668043389088844,0.0,70.47559484507413,2.1385159491719863,6.358233969831066,"Dongtai, Jiangsu",fallback_analytic
48,1.2065972222222223,50.25,4.964285714285714,0.5172085067232345,3.49351892321562,0.5588764583580015,0.24305555555555555,0.6273381294964029,0.8029092566688196,0.12239707941412348,15.969379446862071,4.0,74.2697841409096,2.2143943408089477,7.016810003935454,"Dongtai, Jiangsu",fallback_analytic
49,1.4322916666666667,13.125,6.111111111111111,0.7102154404454962,3.7462384315106694,0.5114293451217533,0.234375,0.5345454545454545,0.7102507274131719,0.12375846094985281,-22.68162232619845,1.0,73.94800826039646,2.1550714326109794,6.610788171076059,"Dongtai, Jiangsu",fallback_analytic
50,1.6232638888888888,26.625,7.791666666666667,1.2070838532471129,1.2147739595935367,0.6789590208197073,0.20833333333333334,0.48770053475935826,0.6521209199017565,0.13616823156015642,44.77366289060686,5.0,68.82428865334253,2.591523298003038,6.940062630283263,"Dongtai, Jiangsu",fallback_analytic
51,2.092013888888889,44.625,10.478260869565217,0.6788519514209197,4.145481514444127,0.5532419391431759,0.1996527777777778,0.3825726141078838,0.6230127137442287,0.12795301451514332,0.011715299200496077,2.0,71.32185584014336,2.2679423797133738,6.847699217609216,"Dongtai, Jiangsu",fallback_analytic
52,1.3975694444444444,67.5,5.75,0.9373178911592176,4.369336390038869,0.47203938430763215,0.24305555555555555,0.5416149068322982,0.7687978303684786,0.12198137305878663,-32.5841111512301,1.0,77.54010979013144,2.027490012055296,6.267595734225263,"Dongtai, Jiangsu",fallback_analytic
53,1.953125,52.5,9.375,0.8303511999728427,3.419621806711027,0.5358344130659785,0.20833333333333334,0.4053333333333333,0.5883935467078638,0.11728830557701235,-14.000111683489745,1.0,71.66751056411303,2.1727855499736295,6.703464735197919,"Dongtai, Jiangsu",fallback_analytic
54,1.6059027777777777,59.25,7.708333333333333,0.5589644752023142,2.5638881812060133,0.6509192270770001,0.20833333333333334,0.492972972972973,0.6916468144951383,0.13314493523525106,-0.9596672213839881,7.0,68.92007661121687,2.7603480880306663,7.62381071997984,"Dongtai, Jiangsu",fallback_analytic
55,1.9791666666666667,49.875,9.5,0.6768523769814203,2.5025075243710573,0.6486589372792342,0.20833333333333334,0.4,0.6453378596762261,0.13254659264981072,0.09714847628381307,7.0,68.73331978755053,2.6747542455385593,7.509376336241533,"Dongtai, Jiangsu",fallback_analytic
56,2.4479166666666665,36.0,14.842105263157896,1.4846536034808089,2.3008792711130917,0.5813217405717995,0.16493055555555555,0.34113475177304964,0.5751227376653492,0.14693887724718913,30.465176223321492,1.0,67.73757361038153,1.9834163353949172,6.404529673808393,"Dongtai, Jiangsu",fallback_analytic
57,1.3107638888888888,66.0,6.04,0.9316195465787466,1.0003505138297104,0.5881725864725506,0.2170138888888889,0.5973509933774834,0.7287668212432084,0.11339677335393186,42.813911432968624,0.0,71.16626451235419,2.220107287598704,6.648119965514423,"Dongtai, Jiangsu",fallback_analytic
58,1.5104166666666667,54.75,6.214285714285714,0.5037348423872072,2.9150882924314176,0.6525526301628106,0.24305555555555555,0.5011494252873563,0.6887990345182734,0.11144853970706174,-6.1381341184489315,8.0,71.27790522151696,2.6405782053512543,7.569569856175385,"Dongtai, Jiangsu",fallback_analytic
59,1.25,51.75,5.538461538461538,0.5046789567901779,3.368530528568967,0.6451410650300786,0.22569444444444445,0.6194444444444445,0.7614392871586256,0.13139991459593547,-11.833239134882191,8.0,72.71046953890955,2.5571536055418824,7.45135494230799,"Dongtai, Jiangsu",fallback_analytic
60,2.482638888888889,37.125,14.3,1.1760949384995616,3.3718405209862494,0.6504436927316786,0.1736111111111111,0.3328671328671329,0.5553235944380047,0.13144596669241482,17.74319862633805,8.0,69.25339536033349,2.3289380233353287,6.980779946655124,"Dongtai, Jiangsu",fallback_analytic
61,1.9704861111111112,36.75,9.869565217391305,0.9119621060383557,2.8837173685795467,0.5943880987930616,0.1996527777777778,0.4061674008810573,0.6399658180486762,0.14106077302149225,15.646122693018789,6.0,70.10153596895366,2.413379220608567,7.071346642309152,"Dongtai, Jiangsu",fallback_analytic
62,1.9704861111111112,46.875,9.458333333333334,1.1212796113825265,2.3046852045517,0.6387947406959642,0.20833333333333334,0.4017621145374449,0.60438340090828,0.11918996299157203,28.817856676218597,5.0,70.08328337724326,2.5081797551927214,6.911263404535087,"Dongtai, Jiangsu",fallback_analytic
63,2.0399305555555554,52.5,10.217391304347826,0.7975198769186018,2.3200926277302054,0.5515107775918253,0.1996527777777778,0.3923404255319149,0.5723363064092748,0.11803997103688245,-8.459054685229226,0.0,69.6851969317986,2.2650275121767187,6.89618889177787,"Dongtai, Jiangsu",fallback_analytic
64,2.3177083333333335,34.875,13.35,0.9571939977740502,2.4343904830815886,0.6266977318768855,0.1736111111111111,0.35655430711610486,0.5459151860329077,0.13332795558988644,9.997484430469093,4.0,67.28159727850024,2.378365975906833,6.989590502341962,"Dongtai, Jiangsu",fallback_analytic
65,1.7621527777777777,53.25,8.458333333333334,1.146168188387633,1.922391558226068,0.5830909434687852,0.20833333333333334,0.4492610837438424,0.6524634451465325,0.14512320380383548,-32.5973229702674,3.0,71.50809747675996,2.4539584703872395,6.786268557721809,"Dongtai, Jiangsu",fallback_analytic
66,1.640625,34.875,7.56,1.132661320981383,1.6843129324726798,0.5877724187507264,0.2170138888888889,0.47724867724867726,0.703898610403656,0.1316159111797729,35.30736984714031,3.0,70.55934984995937,2.397649689852452,6.775635845289374,"Dongtai, Jiangsu",fallback_analytic
67,1.1458333333333333,17.25,4.888888888888889,0.637032901355415,2.168292796435955,0.5774744720883452,0.234375,0.6681818181818182,0.78543254559499,0.11666069139617012,28.403327537456903,3.0,71.84604059113036,2.1891169441421185,6.974535910851491,"Dongtai, Jiangsu",fallback_analytic
68,2.5347222222222223,33.0,13.904761904761905,1.5140658771825937,3.395808614031015,0.5955841870181223,0.18229166666666666,0.3226027397260274,0.5578323013910259,0.1359313862760823,-30.32464994812171,5.0,70.39067627026306,2.063469988251368,6.509477520885855,"Dongtai, Jiangsu",fallback_analytic
69,1.6319444444444444,53.25,7.52,0.7356524182078462,2.0484278098822672,0.6240881797652844,0.2170138888888889,0.4797872340425532,0.6604624185438046,0.13232150229775017,15.176693872862046,4.0,69.79742679279445,2.58299203722532,7.191603795642526,"Dongtai, Jiangsu",fallback_analytic
70,1.0416666666666667,67.125,4.137931034482759,0.7774995049747986,0.8125625428289626,0.6153211291989606,0.2517361111111111,0.7183333333333334,0.8579811778979359,0.11958750198081912,43.36454596423606,1.0,73.13952059550165,2.1409900705828697,6.799874013893476,"Dongtai, Jiangsu",fallback_analytic
71,2.1527777777777777,43.5,11.80952380952381,1.1225896250853826,3.6561240035207745,0.5658306215224205,0.18229166666666666,0.37983870967741934,0.5910725806451613,0.12419047619047618,24.255140685524523,2.0,71.09536410982341,2.093008209976824,6.490118793227454,"Dongtai, Jiangsu",fallback_analytic
72,1.2760416666666667,28.5,5.444444444444445,0.9778567135874445,1.6026959192029446,0.5864653946883844,0.234375,0.6,0.7552006758455592,0.12279549798688984,40.34655708108217,1.0,71.8938636051534,2.2097750199276534,6.6449484389825715,"Dongtai, Jiangsu",fallback_analytic
73,1.5364583333333333,62.625,7.08,0.6538547343727579,2.376916343360272,0.6842205457795677,0.2170138888888889,0.5096045197740113,0.7101243805219604,0.12701913782584104,-12.406884167279578,8.0,69.57670974576732,2.7713170883626788,7.568137174275841,"Dongtai, Jiangsu",fallback_analytic
74,1.4322916666666667,34.125,7.173913043478261,0.5676958453889075,1.6651031984653555,0.6219033160236072,0.1996527777777778,0.5587878787878788,0.6739354828532508,0.13361383580849814,5.1712764529167,3.0,67.85071533619367,2.591910396309792,7.391107562784297,"Dongtai, Jiangsu",fallback_analytic
75,1.7795138888888888,56.25,8.91304347826087,1.3524644124806084,1.4442529550325314,0.564346583077252,0.1996527777777778,0.4497560975609756,0.6466695480528882,0.13310775850634893,43.27836588393984,0.0,70.49973059269894,2.2525936336527694,6.451540357094206,"Dongtai, Jiangsu",fallback_analytic
76,1.9618055555555556,40.875,9.416666666666666,1.0128113250181772,3.631359014890744,0.5900665197369764,0.20833333333333334,0.40353982300884955,0.6276450885297542,0.12095497224367902,-23.631697928927686,7.0,72.6076002442978,2.4267834610675734,6.957731927006553,"Dongtai, Jiangsu",fallback_analytic
77,1.7708333333333333,47.625,8.16,1.104273888427889,3.5787192674623203,0.5481316626532806,0.2170138888888889,0.442156862745098,0.6485803268478721,0.1314847289438183,30.769007143037896,4.0,73.55206285914657,2.317436089170566,6.588611577322787,"Dongtai, Jiangsu",fallback_analytic
78,1.9965277777777777,40.875,9.583333333333334,0.7459824767290844,4.21927390107717,0.5072230782210831,0.20833333333333334,0.39652173913043476,0.6162510493380535,0.13089493523525106,-5.877588907756014,1.0,72.53452898010046,2.2082299489020523,6.6656211934268255,"Dongtai, Jiangsu",fallback_analytic
79,1.9878472222222223,30.75,9.956521739130435,1.2292762976467222,1.8635971764377137,0.6225003388144004,0.1996527777777778,0.40262008733624455,0.5782329898287614,0.12350257007816212,-36.00279528612328,2.0,69.53705823148047,2.317045635664187,6.671250353620309,"Dongtai, Jiangsu",fallback_analytic
80,1.6666666666666667,24.375,8.347826086956522,0.6711679259034937,2.7560440946653806,0.6791267969550228,0.1996527777777778,0.48020833333333335,0.6400757708816112,0.12125736234123027,-12.100299989950194,8.0,68.85966944368188,2.775205651747898,7.4822511578692295,"Dongtai, Jiangsu",fallback_analytic
81,2.0225694444444446,48.0,10.590909090909092,1.5224372174695486,2.4364060301012183,0.6632434923193915,0.1909722222222222,0.4,0.6451711846620735,0.13871993944075425,38.78600369860939,8.0,70.43805849774995,2.531282095583813,6.896018649378818,"Dongtai, Jiangsu",fallback_analytic
82,2.048611111111111,51.375,10.727272727272727,1.0229112910287665,2.4317871796227593,0.6834092833961611,0.1909722222222222,0.3949152542372881,0.5738901017472845,0.12404178790219529,-23.541898844478123,8.0,69.01690491325473,2.600251851484512,7.187039979103583,"Dongtai, Jiangsu",fallback_analytic
83,1.953125,42.75,9.782608695652174,0.7845995894320532,1.5629376113961981,0.6523137897446477,0.1996527777777778,0.4097777777777778,0.6432426460792706,0.13845207736931836,-6.800379496095815,2.0,67.22699315892339,2.5396877551531887,7.220098015700504,"Dongtai, Jiangsu",fallback_analytic
84,1.9965277777777777,44.625,9.583333333333334,0.7051751521612613,2.779012279445114,0.6014658360690782,0.20833333333333334,0.39652173913043476,0.6180521739130435,0.11116666666666666,2.4413486417267407,4.0,69.54141384849676,2.4801675366299696,7.203132295960568,"Dongtai, Jiangsu",fallback_analytic
85,1.1024305555555556,18.0,4.535714285714286,0.5655407245912507,1.8691991624261264,0.5869159600748606,0.24305555555555555,0.6866141732283465,0.7875888976986177,0.10767569049458202,27.20968564162041,3.0,72.0068820378089,2.20557885534481,7.054353250079339,"Dongtai, Jiangsu",fallback_analytic
86,1.8142361111111112,32.625,9.08695652173913,1.378480318775851,1.8440096096835352,0.6173156806394022,0.1996527777777778,0.4411483253588517,0.6562535822899254,0.14366946867366617,-39.04395513745583,4.0,70.10069479149257,2.4214423044044193,6.741040037796214,"Dongtai, Jiangsu",fallback_analytic
87,2.4479166666666665,41.25,12.818181818181818,1.056653170522459,4.218978470378509,0.47057195658618345,0.1909722222222222,0.3304964539007092,0.5669823830006367,0.13184359599080586,-12.859785440895372,0.0,72.40134330787795,1.9451509454518425,6.326322315870892,"Dongtai, Jiangsu",fallback_analytic
88,1.0416666666666667,31.5,4.615384615384615,0.49492861853494124,1.2996723097533023,0.6932854073129147,0.22569444444444445,0.7433333333333333,0.8288911223852939,0.12601529921132007,17.099004257024212,5.0,70.11794784702256,2.408656405791845,7.546112943858609,"Dongtai, Jiangsu",fallback_analytic
89,1.640625,44.25,7.875,0.9356260929835762,1.21485514714677,0.6198140837281194,0.20833333333333334,0.48253968253968255,0.6399065503544645,0.11453830557701235,-30.03216421348875,1.0,68.86591927489285,2.42393848100606,6.8733428196025015,"Dongtai, Jiangsu",fallback_analytic
90,0.9809027777777778,30.375,4.035714285714286,0.5007508870849835,3.7801570285654256,0.5130692389295393,0.24305555555555555,0.7716814159292036,0.8912246608581056,0.1312027619783281,-22.7157809850606,1.0,76.09830681582714,1.9417268616667305,6.6783555564183965,"Dongtai, Jiangsu",fallback_analytic
91,1.7708333333333333,43.5,9.272727272727273,1.128106967278085,1.6314447333367113,0.6062151541976304,0.1909722222222222,0.4568627450980392,0.6286950490574729,0.12467815153855893,-34.486819332856705,1.0,68.91676594479283,2.361475807519378,6.7108034003529236,"Dongtai, Jiangsu",fallback_analytic
92,2.673611111111111,37.5,16.210526315789473,1.4646482286467637,3.0689795912008937,0.5513979427616492,0.16493055555555555,0.31233766233766236,0.5543689741162597,0.1454651930366628,24.69271648223308,3.0,68.69707546297079,2.02328930822345,6.4436211195834625,"Dongtai, Jiangsu",fallback_analytic
93,1.9791666666666667,42.0,9.91304347826087,0.851950220037731,2.1440772233043344,0.591374180044095,0.1996527777777778,0.4043859649122807,0.59837471068216,0.1332503478932561,11.1348816845259,1.0,68.60928187608259,2.365059443969812,6.954730276596793,"Dongtai, Jiangsu",fallback_analytic
94,1.7361111111111112,52.875,8.0,0.6120768396710288,2.5881511007846156,0.6774422712706631,0.2170138888888889,0.451,0.7027837002317335,0.1335503200617956,-1.3679999884216016,8.0,69.78504719308833,2.7492498662290483,7.691069515419962,"Dongtai, Jiangsu",fallback_analytic
95,1.5972222222222223,39.75,8.0,0.6218120067989763,2.444759590796757,0.6235524138739484,0.1996527777777778,0.5010869565217392,0.6923785001511304,0.13407994207376492,-5.579668169678428,2.0,68.67924553506269,2.576970886371183,7.22886679305899,"Dongtai, Jiangsu",fallback_analytic
96,1.3368055555555556,40.125,5.923076923076923,0.8184070520293185,2.6542223331947135,0.5911642690354831,0.22569444444444445,0.5792207792207792,0.7123910736666398,0.12082609406330867,33.496192609242286,6.0,73.1771478283171,2.3970818609595232,6.890405613902561,"Dongtai, Jiangsu",fallback_analytic
